b,1143,2646,7212,1201,1185,6452,4622,1397,1640,3508,0,0,0,0,0,0,0,0,0,0
e,3390,6203,206,2114,4696,1141,3197,1850,7555,7070,1220,6835,0,0,0,0,0,0,0,0
e,8850,3386,4543,2114,8977,7194,7461,3663,9570,5867,1701,3117,0,0,0,0,0,0,0,0
b,5965,7597,9094,1021,4412,659,9614,7247,5043,9478,2377,1091,4762,0,0,0,0,0,0,0
e,4793,3390,7689,8335,4667,652,8060,1215,9962,0,0,0,0,0,0,0,0,0,0,0
b,6266,4936,9653,11,4205,1425,8752,7304,326,0,0,0,0,0,0,0,0,0,0,0
e,2401,5402,2800,5306,968,2648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e,6425,10179,8832,9614,1379,660,3247,5514,99,4751,7992,99,1233,0,0,0,0,0,0,0
b,4881,1604,2924,9614,4784,5810,2570,8120,9398,0,0,0,0,0,0,0,0,0,0,0
b,8899,3145,2757,5306,7753,2810,4425,146,10093,6687,9614,7475,0,0,0,0,0,0,0,0
b,5965,773,6209,9614,6793,618,9142,5136,4061,8436,9444,7265,0,0,0,0,0,0,0,0
e,9609,9595,4933,130,3390,3757,10209,8995,9614,8214,1195,0,0,0,0,0,0,0,0,0
m,5965,773,8204,5912,8944,4622,8764,2327,8752,10047,199,0,0,0,0,0,0,0,0,0
b,8899,2114,8856,2157,10179,750,146,9614,9497,7590,7356,3757,4467,1689,0,0,0,0,0,0
b,8899,5483,10179,3360,6278,2570,5199,9398,0,0,0,0,0,0,0,0,0,0,0,0
b,3236,6278,1021,9066,6351,6054,4864,5824,6587,4355,2157,8678,6582,0,0,0,0,0,0,0
e,3243,9218,4556,6742,4081,3117,4061,2464,3890,0,0,0,0,0,0,0,0,0,0,0
e,1926,8330,1926,8330,6447,2415,9782,6389,1928,4887,5135,0,0,0,0,0,0,0,0,0
b,5884,6564,4816,5432,1701,8867,1430,5612,0,0,0,0,0,0,0,0,0,0,0,0
e,3663,8465,3663,8465,3497,8752,923,6582,8690,8306,0,0,0,0,0,0,0,0,0,0
b,1732,4732,968,9939,9705,2481,9284,658,4338,0,0,0,0,0,0,0,0,0,0,0
e,7121,816,7555,7545,6158,450,7754,5328,9962,6070,8840,0,0,0,0,0,0,0,0,0
b,3582,3282,10179,773,4354,2570,8344,9906,5578,0,0,0,0,0,0,0,0,0,0,0
e,293,8998,2311,1856,7125,3720,2570,3634,1130,4622,2307,9614,3131,659,9614,6032,0,0,0,0
b,10220,8616,9957,114,2362,1978,2377,7706,2889,5020,9540,8990,6587,0,0,0,0,0,0,0
b,2737,4773,5307,3415,7263,3100,8566,3509,27,9710,3233,0,0,0,0,0,0,0,0,0
t,4525,6686,1713,9614,7186,9158,2570,2664,8196,0,0,0,0,0,0,0,0,0,0,0
b,5965,7597,8818,1647,6278,1587,9291,6405,3236,5464,8916,3834,10024,0,0,0,0,0,0,0
e,4595,8751,8508,6175,3442,7555,3757,3514,0,0,0,0,0,0,0,0,0,0,0,0
b,6587,8752,2111,977,659,8928,1523,2971,8939,6597,0,0,0,0,0,0,0,0,0,0
t,5965,9497,9753,5341,9614,2798,9923,6413,10082,2737,9793,684,4826,0,0,0,0,0,0,0
b,8026,5586,3199,3423,816,7814,6717,9653,698,0,0,0,0,0,0,0,0,0,0,0
b,5760,9614,3781,659,9614,9797,9123,4778,7047,9614,1042,3210,1788,2157,0,0,0,0,0,0
b,7079,8308,9653,8990,7609,7230,2377,750,6278,4835,659,0,0,0,0,0,0,0,0,0
t,5654,784,429,8003,5784,4833,9614,7814,4880,1351,1101,6914,7427,0,0,0,0,0,0,0
e,7727,5121,7727,5121,3354,5043,3131,2377,6555,8644,9457,0,0,0,0,0,0,0,0,0
e,6179,659,2737,4215,9512,829,10056,8771,6325,5344,9614,0,0,0,0,0,0,0,0,0
e,3901,9614,751,7166,8290,6819,3538,6843,2311,8752,4107,0,0,0,0,0,0,0,0,0
e,3535,7555,6777,8391,7661,8621,3966,2956,2570,3390,7748,4627,623,9973,0,0,0,0,0,0
t,5106,2114,3657,3794,3752,6582,5514,3757,4719,0,0,0,0,0,0,0,0,0,0,0
e,4848,2272,1284,6585,3467,6499,7520,10000,5084,7413,4622,2401,5031,3772,0,0,0,0,0,0
b,2414,7814,1499,4437,7165,2377,9270,1577,8644,7056,0,0,0,0,0,0,0,0,0,0
b,3990,7164,2157,1799,2114,1427,8752,6797,3210,7356,8581,0,0,0,0,0,0,0,0,0
t,1531,3282,8510,9672,2570,4303,1832,2114,2929,7464,6574,0,0,0,0,0,0,0,0,0
b,4394,6209,3074,6979,1389,9614,2757,1499,4081,2268,99,5980,3488,2746,0,0,0,0,0,0
t,1033,5761,1021,2148,1109,5306,9749,8963,9123,7788,0,0,0,0,0,0,0,0,0,0
t,4525,4352,8629,8290,623,1064,6914,7204,5784,4061,3757,9651,0,0,0,0,0,0,0,0
b,6891,2457,3390,5536,8276,8003,6733,6891,130,539,0,0,0,0,0,0,0,0,0,0
b,5965,773,3523,966,6765,5613,8716,1026,3144,7427,7625,6209,2846,0,0,0,0,0,0,0
t,98,8098,9614,3210,9753,2798,8752,2454,4622,8341,586,1397,0,0,0,0,0,0,0,0
t,3882,9134,4205,9343,3390,8812,817,8003,1740,2427,6088,4893,0,0,0,0,0,0,0,0
b,403,2114,3289,9540,4484,5116,2171,4205,2362,9767,0,0,0,0,0,0,0,0,0,0
b,6921,7701,4489,262,2185,357,9142,453,0,0,0,0,0,0,0,0,0,0,0,0
m,6812,7453,7629,2781,1136,8752,2200,3461,8168,1487,2157,0,0,0,0,0,0,0,0,0
b,1670,4501,5812,10118,9614,9860,659,7555,2448,5886,5302,5306,0,0,0,0,0,0,0,0
e,8850,3386,4543,3117,2737,7194,4246,4074,1765,4628,0,0,0,0,0,0,0,0,0,0
b,3390,5654,6021,6209,6121,6582,7105,3390,5654,5613,0,0,0,0,0,0,0,0,0,0
m,3015,10047,3297,4622,2103,2377,6216,8629,2362,6177,8270,8501,2570,0,0,0,0,0,0,0
e,3797,4658,9495,1367,6176,3131,6147,4835,659,7427,8308,0,0,0,0,0,0,0,0,0
e,2809,9379,4489,6431,3469,7356,1649,9690,0,0,0,0,0,0,0,0,0,0,0,0
m,5043,1048,7861,6209,3224,1101,9293,4205,3390,9478,2570,2664,0,0,0,0,0,0,0,0
b,6209,3074,6979,1389,7303,4205,9550,4292,2377,270,8384,8487,0,0,0,0,0,0,0,0
b,247,7661,2401,4541,10174,2181,7363,4251,773,0,0,0,0,0,0,0,0,0,0,0
e,8444,6317,8444,6317,2949,5321,4751,5084,0,0,0,0,0,0,0,0,0,0,0,0
t,5965,773,6496,8111,7782,5270,9614,3781,1762,2553,9614,9981,2576,5186,0,0,0,0,0,0
b,968,9939,4029,3451,3867,7363,8651,2114,9256,6032,4998,0,0,0,0,0,0,0,0,0
e,3209,9924,1721,8416,5611,9887,9181,0,0,0,0,0,0,0,0,0,0,0,0,0
e,3904,4585,8265,6447,9614,3584,9398,3392,3921,0,0,0,0,0,0,0,0,0,0,0
b,6368,9463,2737,11,2377,5405,2481,3202,9524,10066,0,0,0,0,0,0,0,0,0,0
e,1076,3390,2402,2949,3906,3757,2800,3334,6244,7748,7257,98,10056,7555,0,0,0,0,0,0
e,1249,6112,4556,2701,9872,1540,4622,7181,4409,662,0,0,0,0,0,0,0,0,0,0
t,3532,2114,165,511,2965,4622,8764,6209,5053,0,0,0,0,0,0,0,0,0,0,0
t,5965,7597,2607,3951,8098,9753,2327,8599,586,8702,5128,0,0,0,0,0,0,0,0,0
e,3237,968,5466,8205,3419,7427,4461,6773,4622,1021,6100,0,0,0,0,0,0,0,0,0
b,6209,3074,7444,7198,9614,2913,2757,2737,7678,5306,1540,0,0,0,0,0,0,0,0,0
e,1177,5002,6582,3757,8859,1406,9614,4066,2570,968,3053,9933,0,0,0,0,0,0,0,0
e,1548,7710,2114,968,7555,8656,1624,1964,7815,1509,1844,0,0,0,0,0,0,0,0,0
m,809,7620,9171,10121,2570,4943,7275,2737,2931,7620,0,0,0,0,0,0,0,0,0,0
e,8821,572,8818,2114,8910,206,7815,8910,9835,0,0,0,0,0,0,0,0,0,0,0
b,6797,9321,2114,3026,9247,6921,9653,6598,7445,8143,0,0,0,0,0,0,0,0,0,0
b,6812,6209,8989,8007,2157,6587,1021,6793,9835,1178,6477,0,0,0,0,0,0,0,0,0
m,3702,8721,4622,3390,2401,9705,2570,4215,1624,7555,4215,8893,6582,1450,5078,0,0,0,0,0
e,6055,6923,2853,6055,6923,2853,8508,9301,3063,9176,0,0,0,0,0,0,0,0,0,0
t,1254,3299,2114,2293,4201,9614,5107,4081,8388,2570,29,7323,4622,7193,0,0,0,0,0,0
e,2643,8652,6582,4816,7427,5308,9940,2114,25,3720,8337,1205,0,0,0,0,0,0,0,0
b,428,8066,7895,2735,5307,2570,5937,2737,2575,0,0,0,0,0,0,0,0,0,0,0
e,1446,1496,308,7051,3535,7751,2570,4710,9885,8607,9813,9614,6711,284,0,0,0,0,0,0
b,5480,7655,9614,8382,7726,993,4081,8296,7190,8505,0,0,0,0,0,0,0,0,0,0
e,5057,7637,1654,2570,3390,2401,711,4622,3390,8166,0,0,0,0,0,0,0,0,0,0
b,6209,3074,6979,1618,9247,2570,2421,1681,886,9874,0,0,0,0,0,0,0,0,0,0
b,2114,2963,2157,3624,5760,2114,1159,9106,3129,6278,6588,8080,0,0,0,0,0,0,0,0
b,6812,5334,2114,658,2403,750,9589,9614,9084,4426,378,0,0,0,0,0,0,0,0,0
b,5306,8003,3849,2157,4799,9614,2564,6743,5307,335,0,0,0,0,0,0,0,0,0,0
b,7696,262,5483,11,4061,7597,8853,3236,6591,4205,6396,0,0,0,0,0,0,0,0,0
e,9294,2812,7745,816,9294,2812,7745,9962,6070,9185,0,0,0,0,0,0,0,0,0,0
t,9753,2798,5474,2570,9540,4622,474,5520,0,0,0,0,0,0,0,0,0,0,0,0
b,5306,8003,3458,9005,2377,4799,6743,937,3247,8508,2728,0,0,0,0,0,0,0,0,0
e,1618,5376,6139,4064,4441,2800,3390,2481,2377,8678,5294,7990,0,0,0,0,0,0,0,0
b,5965,1397,9540,2114,4514,5463,4205,6209,8303,2936,0,0,0,0,0,0,0,0,0,0
e,2800,6447,5306,3390,8099,433,110,4751,1351,1101,2502,0,0,0,0,0,0,0,0,0
b,3409,1852,9305,2114,6588,9614,5065,3624,3757,6278,0,0,0,0,0,0,0,0,0,0
t,9708,684,4826,1828,5186,1763,9614,9753,6413,2798,0,0,0,0,0,0,0,0,0,0
b,6209,9704,4541,659,8916,4584,3121,1787,0,0,0,0,0,0,0,0,0,0,0,0
e,6539,6539,5589,6658,8388,4084,8752,8520,0,0,0,0,0,0,0,0,0,0,0,0
b,6397,5613,7799,8716,1026,4205,8143,6209,6588,773,0,0,0,0,0,0,0,0,0,0
e,3757,9440,5231,3390,99,1077,5789,2365,10201,6470,659,4215,2401,9440,6605,4622,0,0,0,0
e,9926,3060,8510,3576,2114,9371,3110,5029,8508,2377,3546,8531,0,0,0,0,0,0,0,0
b,4514,6327,4622,1770,8303,8460,6891,9957,1170,0,0,0,0,0,0,0,0,0,0,0
e,9465,6835,9614,8458,4135,6440,2570,878,0,0,0,0,0,0,0,0,0,0,0,0
b,8374,6587,2924,9100,4622,7694,6587,9614,2306,0,0,0,0,0,0,0,0,0,0,0
e,4974,1906,8508,4740,7150,3005,8991,1188,8982,0,0,0,0,0,0,0,0,0,0,0
t,5965,773,8188,2114,9256,6032,6447,5797,9614,2148,4547,2570,8111,1178,0,0,0,0,0,0
b,5136,9614,7528,5803,1986,2737,968,98,9459,6419,0,0,0,0,0,0,0,0,0,0
b,4394,5965,773,6032,8174,1627,9614,3781,6389,669,3508,2570,3012,0,0,0,0,0,0,0
m,8525,7142,2570,6164,8488,7661,1397,9614,9497,3187,9614,4287,5812,2157,0,0,0,0,0,0
b,1337,4924,1550,8752,7304,4762,4081,8188,342,3506,0,0,0,0,0,0,0,0,0,0
b,3707,773,6209,750,10033,9524,2882,8832,6597,98,2719,1787,0,0,0,0,0,0,0,0
b,2342,5613,11,4249,2377,7000,8511,2032,2570,2666,7418,773,0,0,0,0,0,0,0,0
e,3634,3374,4484,8476,3335,3663,8465,3635,1770,5231,8752,8910,0,0,0,0,0,0,0,0
m,1649,2632,6582,6070,6891,8196,8629,0,0,0,0,0,0,0,0,0,0,0,0,0
b,6508,5461,9614,5391,629,9245,7427,8508,659,3813,0,0,0,0,0,0,0,0,0,0
b,5405,743,8160,1810,2377,2367,1577,4144,0,0,0,0,0,0,0,0,0,0,0,0
b,8605,11,2377,8899,1271,9550,2959,7185,429,6630,0,0,0,0,0,0,0,0,0,0
t,6921,1514,8488,197,4746,8752,3651,4278,9733,8290,5910,10179,2372,0,0,0,0,0,0,0
m,4603,7728,2460,7427,6623,5812,10179,9385,6125,9614,130,0,0,0,0,0,0,0,0,0
b,6397,3120,4061,9540,1577,2377,5613,8566,9441,0,0,0,0,0,0,0,0,0,0,0
b,3757,7726,4081,1863,4075,2700,2114,9090,587,8644,8952,0,0,0,0,0,0,0,0,0
e,8152,9601,8152,9601,7555,2467,526,7616,4062,2737,9597,0,0,0,0,0,0,0,0,0
m,4652,5354,206,2420,9923,4484,333,8752,1680,9962,5306,9819,0,0,0,0,0,0,0,0
e,9465,6835,9465,6835,1587,2280,5306,3390,1732,6708,1374,10120,0,0,0,0,0,0,0,0
b,10066,6712,4292,1814,5405,1337,3094,0,0,0,0,0,0,0,0,0,0,0,0,0
t,7991,5307,5041,9614,8564,7883,3128,4201,9614,9066,7555,2901,0,0,0,0,0,0,0,0
b,4190,5306,3209,2114,9570,8558,1315,8238,2366,5035,4751,5302,0,0,0,0,0,0,0,0
e,4833,2280,7488,10144,968,10205,2451,5948,1397,7418,7092,6566,0,0,0,0,0,0,0,0
b,5965,9497,1338,6437,1397,773,3508,8832,4622,6193,4089,869,2803,0,0,0,0,0,0,0
e,9973,8771,7555,9465,6835,1021,4562,1021,7356,5212,2148,3093,0,0,0,0,0,0,0,0
e,6398,6717,5307,3469,2570,2983,9815,1926,7555,2464,5725,3469,2570,8508,9614,8510,0,0,0,0
b,5965,1397,5021,7814,1144,3120,4061,6241,8266,7700,659,0,0,0,0,0,0,0,0,0
e,2586,2111,9599,4838,2108,9256,8752,3390,542,1205,4622,5853,8853,0,0,0,0,0,0,0
t,9672,6582,9301,9614,5294,7193,599,8752,1446,5428,9393,9614,9750,0,0,0,0,0,0,0
e,9918,3116,5257,4075,4205,5224,4081,1125,6555,2114,5385,7670,6582,0,0,0,0,0,0,0
e,6008,3390,884,2114,6952,3131,9066,2309,0,0,0,0,0,0,0,0,0,0,0,0
e,5466,8205,4534,2362,2280,2570,8621,7500,8845,9614,7004,968,1918,0,0,0,0,0,0,0
b,7068,4406,2157,2570,8508,9614,2646,2868,8752,9319,7888,9614,267,0,0,0,0,0,0,0
b,5760,7528,9256,5284,1205,4081,6209,8634,0,0,0,0,0,0,0,0,0,0,0,0
e,9062,6973,2995,5306,3053,9736,4327,7356,1284,0,0,0,0,0,0,0,0,0,0,0
e,5500,4061,3390,10025,10238,7634,4872,2311,2570,7309,4942,2402,0,0,0,0,0,0,0,0
e,3390,9256,3635,5306,3390,3634,784,542,1205,0,0,0,0,0,0,0,0,0,0,0
b,8460,1649,4785,8752,6209,6587,3074,1021,5894,1892,0,0,0,0,0,0,0,0,0,0
e,5930,192,5930,192,9614,6382,6461,2042,0,0,0,0,0,0,0,0,0,0,0,0
e,8945,8591,7555,7070,9010,7751,2570,7595,10024,8752,4178,2451,0,0,0,0,0,0,0,0
b,2173,2789,6598,2531,2922,3236,4751,7304,1271,0,0,0,0,0,0,0,0,0,0,0
e,8444,7603,8244,7027,4622,9150,262,8359,8752,3040,1519,7555,7661,2362,0,0,0,0,0,0
e,6055,6590,6055,6590,8388,2570,5772,5101,2114,2666,0,0,0,0,0,0,0,0,0,0
e,7727,5121,7661,9163,5306,2178,2014,10068,6708,772,4695,9164,5306,0,0,0,0,0,0,0
b,4514,8495,3849,9347,4282,2114,195,9614,6429,4751,8303,0,0,0,0,0,0,0,0,0
e,7418,4107,7565,2114,7444,5010,3837,5979,7751,1151,0,0,0,0,0,0,0,0,0,0
b,5965,773,270,9656,4554,2384,1552,4412,5613,7799,0,0,0,0,0,0,0,0,0,0
b,6974,3813,8384,9601,2377,3663,1750,4622,5065,0,0,0,0,0,0,0,0,0,0,0
b,3707,7597,9540,9736,2943,4205,5381,6842,2377,270,1045,8450,0,0,0,0,0,0,0,0
b,169,7814,1437,7660,2570,10025,5913,7431,3813,0,0,0,0,0,0,0,0,0,0,0
e,2665,3657,1042,2737,6122,9614,3390,7231,7418,0,0,0,0,0,0,0,0,0,0,0
e,6566,1135,4077,8458,3664,6193,4071,7555,8621,3054,1318,0,0,0,0,0,0,0,0,0
t,2362,4068,3690,6152,2737,8003,5319,6209,3558,5498,4205,9834,3996,0,0,0,0,0,0,0
e,5965,1397,4477,2114,2182,9599,3204,7661,9256,1615,5306,1268,0,0,0,0,0,0,0,0
e,2949,9544,7555,7262,130,6717,736,2737,4511,6323,2041,2570,2632,2737,0,0,0,0,0,0
e,9233,6156,9233,6156,10059,2737,1276,1619,5186,0,0,0,0,0,0,0,0,0,0,0
t,5965,773,6178,8989,8007,1701,7265,4525,3849,0,0,0,0,0,0,0,0,0,0,0
e,9973,8771,2114,7418,3575,6382,3390,9881,4622,1291,1292,7031,7555,0,0,0,0,0,0,0
b,4126,5588,2531,8110,773,3187,3236,4584,6209,6278,6785,3177,5208,0,0,0,0,0,0,0
e,5775,473,2114,9242,3422,4403,3757,3731,395,1574,9614,4215,0,0,0,0,0,0,0,0
e,9973,8771,262,6250,10172,8752,5344,2377,3757,5084,0,0,0,0,0,0,0,0,0,0
b,5965,1397,7921,2570,8508,9614,7888,6974,2114,3781,6539,2481,2570,8188,0,0,0,0,0,0
t,4525,8742,4622,8361,9385,8752,9158,6708,7017,0,0,0,0,0,0,0,0,0,0,0
b,6209,3074,7444,2185,2913,4081,1540,993,9540,270,0,0,0,0,0,0,0,0,0,0
t,8488,3390,8631,8910,6477,2148,6389,6496,7555,8111,9981,6032,3430,7555,0,0,0,0,0,0
b,7304,4289,2318,1300,2377,8203,6278,11,7676,8752,3390,99,0,0,0,0,0,0,0,0
e,1361,2114,3390,3509,8085,5869,7283,4622,10144,5043,6882,0,0,0,0,0,0,0,0,0
b,5965,6714,8627,78,4205,7779,8752,11,6428,5511,8702,5108,0,0,0,0,0,0,0,0
b,2173,9247,9614,7597,3187,3236,2377,5405,681,78,1073,357,0,0,0,0,0,0,0,0
t,3390,9051,8007,8752,2540,2128,6658,5168,8290,130,7333,9705,0,0,0,0,0,0,0,0
e,4428,2464,5111,3757,3426,8752,1193,3282,4428,3354,2569,0,0,0,0,0,0,0,0,0
e,9320,4362,8510,8997,2737,7443,6717,6382,659,9434,0,0,0,0,0,0,0,0,0,0
b,5069,8863,6582,6717,773,4205,1531,5797,7629,0,0,0,0,0,0,0,0,0,0,0
e,1548,7710,6071,4215,1453,2377,10118,9614,9405,3757,2863,0,0,0,0,0,0,0,0,0
t,5043,1048,7597,1397,9123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b,2353,6140,78,2377,6630,9247,5306,2846,4751,428,5735,0,0,0,0,0,0,0,0,0
b,6797,4384,1223,4205,7370,3284,2173,6591,7304,6534,0,0,0,0,0,0,0,0,0,0
e,3793,9614,7984,1750,4622,2,10131,5306,3576,2114,3857,0,0,0,0,0,0,0,0,0
m,6225,8990,6012,4770,659,9614,5984,8196,0,0,0,0,0,0,0,0,0,0,0,0
t,4856,3413,8044,9614,92,8210,9503,8436,9444,0,0,0,0,0,0,0,0,0,0,0
b,1072,3121,7678,7058,9614,3757,8382,3187,3236,2570,658,773,0,0,0,0,0,0,0,0
b,1033,9705,6867,5307,2148,3210,7427,5817,8651,1397,0,0,0,0,0,0,0,0,0,0
e,1106,9561,1106,9561,7643,4311,2737,9197,5741,0,0,0,0,0,0,0,0,0,0,0
b,5965,1397,8040,7799,1144,8795,2377,9853,4329,8916,11,0,0,0,0,0,0,0,0,0
b,5511,2531,8110,1886,4584,7231,4622,7857,1899,78,5031,658,0,0,0,0,0,0,0,0
t,10148,8446,2358,2326,564,1021,2148,6609,9614,7445,1624,0,0,0,0,0,0,0,0,0
e,8460,3469,1548,7710,7555,6365,2371,6472,6057,2427,0,0,0,0,0,0,0,0,0,0
b,5965,1397,5697,9171,2481,3144,1202,2114,5613,0,0,0,0,0,0,0,0,0,0,0
b,5965,9797,9975,3593,4792,2114,7661,2362,4562,5294,2362,5578,0,0,0,0,0,0,0,0
e,8232,9995,2114,2656,5114,3451,2148,1649,8576,8244,3390,2800,0,0,0,0,0,0,0,0
b,2173,6166,342,8384,2377,1349,5464,7304,8450,2570,5199,0,0,0,0,0,0,0,0,0
b,8932,9957,2148,3757,4467,7694,4622,4074,2157,3849,6338,0,0,0,0,0,0,0,0,0
b,10220,8616,3074,9377,6211,6209,9478,8566,7266,78,0,0,0,0,0,0,0,0,0,0
t,6562,4864,2362,3981,3390,9906,9301,5817,3461,736,0,0,0,0,0,0,0,0,0,0
e,7757,8051,8510,7427,4511,910,1021,7555,2178,926,391,9785,4622,9176,2114,0,0,0,0,0
b,3972,9126,2157,599,7165,2187,338,1424,9614,11,7120,7590,1875,0,0,0,0,0,0,0
e,3390,2401,4290,2114,1205,2157,6555,5140,1703,4205,3390,1021,5004,5248,8752,3390,7469,9214,0,0
m,684,7077,4633,5918,6793,3705,8290,3451,7781,9206,0,0,0,0,0,0,0,0,0,0
e,648,6903,8948,968,5046,2263,3390,3646,2737,3213,655,0,0,0,0,0,0,0,0,0
e,9785,5289,9785,5289,5951,2915,8752,6539,0,0,0,0,0,0,0,0,0,0,0,0
e,1135,4077,1135,4077,7181,4062,5716,6440,0,0,0,0,0,0,0,0,0,0,0,0
